Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
10/14/2018,2018,Greenwich,2948050,4350000,Single Family,Detached House,3,2,939,1.422308,South
10/14/2018,2018,Greenwich,432950,575000,Two Family,Duplex,4,4,1346,1.422308,North
10/14/2018,2018,Waterbury,32800,6500,Three Family,Triplex,6,6,2130,1.422308,South
10/14/2018,2018,Norwalk,162250,165000,Single Family,Detached House,3,2,909,1.422308,North
10/16/2018,2018,Fairfield,268520,266000,Single Family,Detached House,3,1,975,1.422308,North
10/17/2018,2018,Bridgeport,97440,44000,Single Family,Detached House,3,2,1018,1.422308,North
10/17/2018,2018,Fairfield,401240,420000,Single Family,Detached House,3,2,1067,1.422308,North
10/18/2018,2018,Bridgeport,94870,160000,Single Family,Detached House,3,1,901,1.422308,South
10/18/2018,2018,Bridgeport,124440,102000,Two Family,Duplex,4,2,1411,1.422308,North
10/19/2018,2018,Waterbury,73230,83660,Single Family,Detached House,3,1,1086,1.422308,South
10/19/2018,2018,Fairfield,450170,840000,Single Family,Detached House,3,3,950,1.422308,East
10/19/2018,2018,Bridgeport,131200,220000,Single Family,Detached House,3,2,968,1.422308,South
10/20/2018,2018,Fairfield,714560,1070000,Single Family,Detached House,3,3,995,1.422308,North
10/21/2018,2018,Waterbury,84020,170000,Single Family,Detached House,3,2,1076,1.422308,West
10/24/2018,2018,Bridgeport,444584.207,90500,Single Family,Duplex,4,2,1295,1.422308,North
10/24/2018,2018,Norwalk,330900,570000,Single Family,Detached House,3,2,1011,1.422308,South
10/24/2018,2018,Norwalk,188020,405000,Two Family,Duplex,4,2,1259,1.422308,East
10/24/2018,2018,Fairfield,228480,230000,Single Family,Detached House,3,3,1040,1.422308,North
10/25/2018,2018,Stamford,276060,350000,Single Family,Detached House,3,1,1014,1.422308,West
10/25/2018,2018,Fairfield,432040,747500,Single Family,Detached House,3,3,913,1.422308,North
10/25/2018,2018,Bridgeport,92060,80001,Single Family,Detached House,3,1,990,1.422308,South
10/25/2018,2018,Stamford,444584.207,580000,Single Family,Detached House,3,3,928,1.422308,East
10/25/2018,2018,Unknown,444584.207,70150,Two Family,Duplex,4,4,1111.658981,1.422308,West
10/26/2018,2018,Unknown,444584.207,268000,Single Family,Detached House,3,3,981,1.422308,South
10/26/2018,2018,Unknown,49800,40000,Single Family,Detached House,3,1,997,1.422308,West
10/27/2018,2018,Waterbury,108766,90000,Two Family,Duplex,4,3,1306,1.422308,West
10/27/2018,2018,Norwalk,444584.207,585000,Single Family,Detached House,3,3,1015,1.422308,East
10/27/2018,2018,Stamford,280550,550000,Single Family,Detached House,3,1,929,1.422308,East
10/27/2018,2018,Stamford,314410,470000,Single Family,Detached House,3,1,955,1.422308,East
10/28/2018,2018,Stamford,677420,975500,Single Family,Detached House,3,1,1017,1.422308,East
10/28/2018,2018,Waterbury,86860,55000,Three Family,Triplex,6,6,2083,1.422308,West
10/28/2018,2018,Greenwich,2312380,3775000,Single Family,Detached House,3,3,1000,1.422308,East
10/28/2018,2018,Fairfield,165200,201500,Single Family,Detached House,3,1,925,1.422308,South
10/28/2018,2018,Bridgeport,161830,188020,Single Family,Detached House,3,3,1111.658981,1.422308,North
10/31/2018,2018,Norwalk,424830,715000,Single Family,Detached House,3,3,1063,1.422308,South
11/1/2018,2018,Stamford,503120,764000,Single Family,Detached House,3,1,926,1.422308,West
11/1/2018,2018,Stamford,240200,412000,Single Family,Detached House,3,1,1075,1.422308,West
11/1/2018,2018,Norwalk,249720,479000,Single Family,Detached House,3,3,973,1.422308,East
11/2/2018,2018,Norwalk,189120,254000,Single Family,Detached House,3,1,1111.658981,1.422308,West
11/3/2018,2018,Stamford,266830,275000,Single Family,Detached House,3,1,1111.658981,1.422308,North
11/3/2018,2018,Norwalk,209730,145000,Two Family,Duplex,4,2,1351,1.422308,East
11/4/2018,2018,Unknown,388870,585000,Single Family,Detached House,3,2,1065,1.422308,West
11/4/2018,2018,Greenwich,2087960,2700000,Single Family,Detached House,3,3,999,1.422308,North
11/4/2018,2018,Norwalk,226980,348000,Two Family,Duplex,4,4,1228,1.422308,South
11/4/2018,2018,Unknown,444584.207,400000,Single Family,Detached House,3,3,1042,1.422308,East
11/7/2018,2018,Waterbury,444584.207,30000,Three Family,Triplex,6,4,2128,1.422308,South
11/7/2018,2018,Stamford,444584.207,1287000,Single Family,Detached House,3,2,908,1.422308,North
11/7/2018,2018,Unknown,312790,650000,Single Family,Detached House,3,3,903,1.422308,West
11/9/2018,2018,Bridgeport,108140,190100,Single Family,Detached House,3,2,1111.658981,1.422308,South
11/9/2018,2018,Unknown,240670,360000,Two Family,Duplex,4,3,1111.658981,1.422308,East
11/9/2018,2018,Fairfield,1039430,1350000,Single Family,Detached House,3,2,1049,1.422308,West
11/9/2018,2018,Stamford,264400,487000,Single Family,Detached House,3,3,1076,1.422308,North
11/9/2018,2018,Waterbury,104220,232500,Single Family,Detached House,3,3,1054,1.422308,West
11/10/2018,2018,Greenwich,840000,1000000,Single Family,Detached House,3,1,1111.658981,1.422308,North
11/10/2018,2018,Waterbury,35210,71000,Three Family,Triplex,6,6,1974,1.422308,North
11/10/2018,2018,Waterbury,63470,55000,Single Family,Detached House,3,2,1067,1.422308,West
11/10/2018,2018,Bridgeport,90770,83000,Two Family,Duplex,4,4,1425,1.422308,West
11/10/2018,2018,Greenwich,1220450,1550000,Single Family,Detached House,3,3,1053,1.422308,West
11/10/2018,2018,Waterbury,90850,158900,Single Family,Detached House,3,3,1013,1.422308,South
11/10/2018,2018,Unknown,444584.207,155200,Two Family,Duplex,4,2,1383,1.422308,West
11/14/2018,2018,Unknown,381090,480000,Single Family,Detached House,3,1,1029,1.422308,East
11/14/2018,2018,Waterbury,59780,31633,Single Family,Detached House,3,2,959,1.422308,South
11/15/2018,2018,Fairfield,615720,737500,Single Family,Detached House,3,1,1027,1.422308,South
11/15/2018,2018,Norwalk,267280,217875,Single Family,Detached House,3,1,991,1.422308,North
11/15/2018,2018,Unknown,130980,162500,Single Family,Duplex,4,3,1216,1.422308,South
11/15/2018,2018,Unknown,418820,900000,Single Family,Detached House,3,3,906,1.422308,West
11/15/2018,2018,Stamford,186870,385000,Two Family,Duplex,4,2,1343,1.422308,West
11/15/2018,2018,Stamford,354350,580000,Single Family,Detached House,3,3,953,1.422308,East
11/16/2018,2018,Unknown,261120,330000,Single Family,Detached House,3,1,981,1.422308,East
11/16/2018,2018,Stamford,435380,835000,Single Family,Detached House,3,2,933,1.422308,East
11/16/2018,2018,Unknown,226950,391000,Single Family,Detached House,3,2,1010,1.422308,West
11/16/2018,2018,Bridgeport,444584.207,140000,Single Family,Detached House,3,3,1052,1.422308,West
11/16/2018,2018,Bridgeport,117220,163000,Single Family,Detached House,3,3,1063,1.422308,West
11/17/2018,2018,Fairfield,550340,600000,Single Family,Detached House,3,3,1111.658981,1.422308,West
11/17/2018,2018,Stamford,396950,605000,Single Family,Detached House,3,2,1025,1.422308,North
11/17/2018,2018,Waterbury,91800,50000,Single Family,Detached House,3,1,1016,1.422308,East
11/18/2018,2018,Bridgeport,118330,150000,Three Family,Triplex,6,6,2068,1.422308,North
11/18/2018,2018,Greenwich,1121890,1140000,Single Family,Detached House,3,1,1111.658981,1.422308,East
11/18/2018,2018,Fairfield,3237290,4900000,Single Family,Detached House,3,1,955,1.422308,South
11/18/2018,2018,Norwalk,212780,300000,Single Family,Detached House,3,2,1061,1.422308,South
11/18/2018,2018,Unknown,444584.207,443750,Single Family,Detached House,3,2,1091,1.422308,South
11/21/2018,2018,Waterbury,156320,100000,Single Family,Detached House,3,2,934,1.422308,North
11/21/2018,2018,Fairfield,203770,315000,Single Family,Detached House,3,3,1096,1.422308,South
11/21/2018,2018,Bridgeport,152710,300000,Single Family,Detached House,3,3,905,1.422308,West
11/22/2018,2018,Norwalk,225100,355000,Single Family,Detached House,3,1,937,1.422308,South
11/22/2018,2018,Norwalk,333223,408000,Single Family,Detached House,3,2,931,1.422308,East
11/22/2018,2018,Stamford,415650,655000,Single Family,Detached House,3,1,904,1.422308,East
11/23/2018,2018,Unknown,178980,369000,Single Family,Detached House,3,1,1034,1.422308,West
11/28/2018,2018,Unknown,93530,108000,Single Family,Detached House,3,2,912,1.422308,West
11/29/2018,2018,Unknown,118460,240000,Two Family,Duplex,4,4,1305,1.422308,South
11/29/2018,2018,Fairfield,212590,277000,Single Family,Detached House,3,1,908,1.422308,North
11/29/2018,2018,Waterbury,100250,102299,Two Family,Duplex,4,3,1111.658981,1.422308,West
11/29/2018,2018,Fairfield,290080,450000,Single Family,Detached House,3,3,985,1.422308,North
11/30/2018,2018,Stamford,600760,955000,Single Family,Detached House,3,1,1111.658981,1.422308,South
11/30/2018,2018,Waterbury,91830,145000,Single Family,Detached House,3,1,1047,1.422308,South
11/30/2018,2018,Bridgeport,119790,140000,Two Family,Duplex,4,2,1289,1.422308,West
11/30/2018,2018,Waterbury,84690,130000,Single Family,Detached House,3,3,987,1.422308,East
12/1/2018,2018,Greenwich,943040,1900000,Single Family,Detached House,3,2,949,1.422308,East
12/1/2018,2018,Waterbury,99800,196000,Single Family,Duplex,4,4,1409,1.422308,West
12/1/2018,2018,Bridgeport,160060,6608,Four Family,Fourplex,8,8,2635,1.422308,West
12/1/2018,2018,Waterbury,83060,118000,Single Family,Detached House,3,3,999,1.422308,North
12/1/2018,2018,Bridgeport,131470,141200,Single Family,Detached House,3,2,1096,1.422308,East
12/1/2018,2018,Bridgeport,444584.207,162000,Single Family,Detached House,3,1,997,1.422308,North
12/1/2018,2018,Waterbury,69330,350000,Single Family,Detached House,3,1,1035,1.422308,South
12/2/2018,2018,Greenwich,1448090,1850000,Single Family,Detached House,3,2,971,1.422308,North
12/2/2018,2018,Unknown,91700,117500,Single Family,Detached House,3,2,1079,1.422308,North
12/5/2018,2018,Fairfield,237370,335000,Single Family,Detached House,3,1,990,1.422308,South
12/6/2018,2018,Unknown,69500,106500,Single Family,Detached House,3,2,935,1.422308,South
12/6/2018,2018,Waterbury,56140,98000,Three Family,Triplex,6,5,1883,1.422308,South
12/6/2018,2018,Stamford,444584.207,347500,Single Family,Detached House,3,3,1079,1.422308,West
12/7/2018,2018,Waterbury,256710,317000,Three Family,Triplex,6,5,1823,1.422308,East
12/8/2018,2018,Unknown,870870,1500000,Single Family,Detached House,3,2,958,1.422308,East
12/8/2018,2018,Norwalk,262700,368549,Single Family,Triplex,6,5,1850,1.422308,South
12/9/2018,2018,Waterbury,444584.207,110000,Single Family,Detached House,3,3,932,1.422308,East
12/9/2018,2018,Unknown,494200,675000,Single Family,Detached House,3,1,1048,1.422308,West
12/12/2018,2018,Norwalk,233920,280000,Single Family,Detached House,3,2,925,1.422308,West
12/12/2018,2018,Greenwich,1081640,1885000,Single Family,Detached House,3,3,996,1.422308,West
12/13/2018,2018,Unknown,299950,480000,Single Family,Detached House,3,3,1042,1.422308,North
12/13/2018,2018,Greenwich,1238860,2315000,Single Family,Detached House,3,2,914,1.422308,North
12/13/2018,2018,Unknown,24320,9600,Single Family,Detached House,3,2,1045,1.422308,East
12/13/2018,2018,Norwalk,351950,382850,Single Family,Detached House,3,2,995,1.422308,East
12/14/2018,2018,Greenwich,3285940,3000000,Single Family,Detached House,3,1,935,1.422308,North
12/14/2018,2018,Fairfield,214130,195000,Single Family,Detached House,3,3,985,1.422308,South
12/14/2018,2018,Greenwich,706650,1375000,Single Family,Detached House,3,3,1082,1.422308,East
12/14/2018,2018,Unknown,82460,128000,Single Family,Detached House,3,1,980,1.422308,South
12/14/2018,2018,Bridgeport,126250,210000,Single Family,Detached House,3,2,1111.658981,1.422308,East
12/15/2018,2018,Fairfield,725130,1065000,Single Family,Detached House,3,2,1015,1.422308,East
12/15/2018,2018,Fairfield,444584.207,386000,Single Family,Detached House,3,3,1074,1.422308,South
12/15/2018,2018,Stamford,444584.207,740000,Single Family,Detached House,3,1,1012,1.422308,South
12/15/2018,2018,Stamford,243290,700000,Single Family,Fourplex,8,7,2635,1.422308,East
12/16/2018,2018,Fairfield,867510,1580000,Single Family,Detached House,3,1,928,1.422308,West
12/16/2018,2018,Stamford,422620,250000,Single Family,Detached House,3,3,1111.658981,1.422308,East
12/16/2018,2018,Norwalk,1327030,1725000,Single Family,Detached House,3,3,903,1.422308,West
12/16/2018,2018,Norwalk,1767940,2200000,Single Family,Detached House,3,3,1111.658981,1.422308,East
12/16/2018,2018,Norwalk,792810,940000,Single Family,Detached House,3,2,920,1.422308,East
12/16/2018,2018,Waterbury,119330,120000,Single Family,Detached House,3,2,1093,1.422308,West
12/16/2018,2018,Stamford,433160,570000,Single Family,Detached House,3,2,1015,1.422308,East
12/19/2018,2018,Waterbury,65090,30000,Single Family,Detached House,3,3,1003,1.422308,South
12/20/2018,2018,Unknown,947310,1995000,Single Family,Detached House,3,2,910,1.422308,West
12/20/2018,2018,Bridgeport,126190,195000,Single Family,Detached House,3,1,994,1.422308,West
12/20/2018,2018,Greenwich,338730,525000,Single Family,Detached House,3,2,992,1.422308,West
12/20/2018,2018,Bridgeport,129870,254500,Two Family,Duplex,4,4,1211,1.422308,West
12/20/2018,2018,Unknown,1876560,2450000,Single Family,Detached House,3,2,1111.658981,1.422308,South
12/20/2018,2018,Waterbury,121990,183450,Single Family,Detached House,3,3,979,1.422308,North
12/21/2018,2018,Unknown,172740,35000,Four Family,Fourplex,8,6,2513,1.422308,North
12/21/2018,2018,Stamford,271570,250000,Two Family,Duplex,4,2,1458,1.422308,East
12/21/2018,2018,Greenwich,1642340,2295000,Single Family,Detached House,3,3,1111.658981,1.422308,North
12/22/2018,2018,Fairfield,845250,1340000,Single Family,Detached House,3,1,1000,1.422308,South
12/23/2018,2018,Fairfield,791350,1360000,Single Family,Detached House,3,2,953,1.422308,West
12/23/2018,2018,Fairfield,444584.207,4200000,Single Family,Detached House,3,2,1041,1.422308,East
12/27/2018,2018,Norwalk,213130,307000,Single Family,Detached House,3,1,1061,1.422308,North
12/27/2018,2018,Stamford,350560,607500,Single Family,Detached House,3,3,1098,1.422308,North
12/27/2018,2018,Waterbury,95660,127900,Single Family,Detached House,3,1,1065,1.422308,East
12/27/2018,2018,Waterbury,70610,93500,Single Family,Detached House,3,2,985,1.422308,East
12/28/2018,2018,Bridgeport,112820,165000,Single Family,Detached House,3,1,1111.658981,1.422308,East
12/28/2018,2018,Bridgeport,97210,125000,Single Family,Detached House,3,2,1045,1.422308,South
12/28/2018,2018,Norwalk,670210,1020000,Single Family,Detached House,3,3,1034,1.422308,South
12/29/2018,2018,Fairfield,427700,515000,Single Family,Detached House,3,2,1111.658981,1.422308,East
12/29/2018,2018,Fairfield,403480,548000,Single Family,Detached House,3,1,941,1.422308,South
12/29/2018,2018,Waterbury,102320,180000,Single Family,Detached House,3,1,995,1.422308,North
12/29/2018,2018,Bridgeport,158420,180000,Single Family,Detached House,3,2,1047,1.422308,North
12/30/2018,2018,Fairfield,551250,589000,Single Family,Detached House,3,2,1082,1.422308,East
12/30/2018,2018,Unknown,444584.207,1600000,Single Family,Detached House,3,3,922,1.422308,East
12/30/2018,2018,Bridgeport,155110,262000,Two Family,Duplex,4,3,1111.658981,1.422308,North
12/30/2018,2018,Norwalk,277504,590000,Single Family,Detached House,3,1,962,1.422308,South
1/3/2019,2019,Waterbury,20050,60000,Single Family,Triplex,6,6,2002,1.0258995,North
1/3/2019,2019,Bridgeport,147150,245000,Single Family,Detached House,3,1,1000,1.0258995,East
1/3/2019,2019,Norwalk,310680,106064,Single Family,Detached House,3,1,1111.658981,1.0258995,North
1/3/2019,2019,Bridgeport,121590,237000,Single Family,Detached House,3,1,1056,1.0258995,North
1/3/2019,2019,Bridgeport,88800,175000,Two Family,Duplex,4,4,1111.658981,1.0258995,West
1/4/2019,2019,Bridgeport,95810,80500,Single Family,Detached House,3,1,1053,1.0258995,East
1/4/2019,2019,Norwalk,308240,475000,Single Family,Detached House,3,3,1039,1.0258995,North
1/5/2019,2019,Norwalk,444584.207,250000,Single Family,Detached House,3,2,914,1.0258995,South
1/5/2019,2019,Waterbury,91740,110000,Single Family,Detached House,3,3,1008,1.0258995,East
1/6/2019,2019,Norwalk,273020,395000,Single Family,Detached House,3,3,994,1.0258995,West
1/6/2019,2019,Norwalk,229590,325000,Single Family,Detached House,3,3,922,1.0258995,North
1/6/2019,2019,Unknown,665700,765000,Single Family,Detached House,3,1,1034,1.0258995,South
1/6/2019,2019,Waterbury,90090,121000,Single Family,Detached House,3,3,1111.658981,1.0258995,West
1/6/2019,2019,Fairfield,912940,1307500,Single Family,Detached House,3,1,1086,1.0258995,East
1/9/2019,2019,Norwalk,464820,140000,Single Family,Detached House,3,2,1049,1.0258995,East
1/9/2019,2019,Bridgeport,144240,170000,Single Family,Detached House,3,1,1111.658981,1.0258995,East
1/9/2019,2019,Bridgeport,130360,190000,Single Family,Detached House,3,2,978,1.0258995,East
1/10/2019,2019,Norwalk,327840,390000,Single Family,Detached House,3,2,922,1.0258995,North
1/10/2019,2019,Greenwich,670460,951000,Single Family,Detached House,3,1,1069,1.0258995,South
1/10/2019,2019,Bridgeport,121520,185000,Single Family,Detached House,3,3,1050,1.0258995,East
1/10/2019,2019,Waterbury,115250,180000,Single Family,Detached House,3,1,1111.658981,1.0258995,East
1/11/2019,2019,Norwalk,532670,634000,Single Family,Detached House,3,3,1111.658981,1.0258995,East
